Reaction identifier	Equation	Enzyme class	Enzymes
RHEA:60364	myo-inositol(out) + H(+)(out) = myo-inositol(in) + H(+)(in)		12318
RHEA:60368	urate(out) = urate(in)		403
RHEA:60372	D-fructose(out) = D-fructose(in)		7475
RHEA:60376	D-glucose(out) = D-glucose(in)		10187
RHEA:60380	L-dehydroascorbate(out) = L-dehydroascorbate(in)		1124
RHEA:60460	5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) + (6S)-5-methyl-5,6,7,8-tetrahydrofolate(out) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out) + (6S)-5-methyl-5,6,7,8-tetrahydrofolate(in)		4
RHEA:60464	2',3'-cGAMP(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = 2',3'-cGAMP(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)		1
RHEA:60468	3',3'-cGAMP(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = 3',3'-cGAMP(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)		1
RHEA:60472	(6S)-5-formyl-5,6,7,8-tetrahydrofolate(out) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(in) = (6S)-5-formyl-5,6,7,8-tetrahydrofolate(in) + 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide(out)		0
RHEA:61332	indoxyl sulfate(in) + ATP + H2O = indoxyl sulfate(out) + ADP + phosphate + H(+)		861
RHEA:61336	protoporphyrin IX(in) + ATP + H2O = protoporphyrin IX(out) + ADP + phosphate + H(+)		1743
RHEA:61348	estrone 3-sulfate(in) + ATP + H2O = estrone 3-sulfate(out) + ADP + phosphate + H(+)		862
RHEA:61352	riboflavin(in) + ATP + H2O = riboflavin(out) + ADP + phosphate + H(+)		864
RHEA:61356	methotrexate(in) + ATP + H2O = methotrexate(out) + ADP + phosphate + H(+)		861
RHEA:61360	pheophorbide a(in) + ATP + H2O = pheophorbide a(out) + ADP + phosphate + H(+)		2682
RHEA:61364	dehydroepiandrosterone 3-sulfate(in) + ATP + H2O = dehydroepiandrosterone 3-sulfate(out) + ADP + phosphate + H(+)		2853
RHEA:61368	4-methylumbelliferone sulfate(in) + ATP + H2O = 4-methylumbelliferone sulfate(out) + ADP + phosphate + H(+)		861
RHEA:61372	4-methylumbelliferone beta-D-glucuronate(in) + ATP + H2O = 4-methylumbelliferone beta-D-glucuronate(out) + ADP + phosphate + H(+)		861
RHEA:61376	5,7-dimethyl-2-methylamino-4-(3-pyridylmethyl)-1,3-benzothiazol-6-yl sulfate(in) + ATP + H2O = 5,7-dimethyl-2-methylamino-4-(3-pyridylmethyl)-1,3-benzothiazol-6-yl sulfate(out) + ADP + phosphate + H(+)		861
RHEA:61380	2,4-dinitrophenyl-S-glutathione(in) + ATP + H2O = 2,4-dinitrophenyl-S-glutathione(out) + ADP + phosphate + H(+)		1
RHEA:61384	5,7-dimethyl-2-methylamino-4-(3-pyridylmethyl)-1,3-benzothiazol-6-yl beta-D-glucuronate(in) + ATP + H2O = 5,7-dimethyl-2-methylamino-4-(3-pyridylmethyl)-1,3-benzothiazol-6-yl beta-D-glucuronate(out) + ADP + phosphate + H(+)		861
RHEA:61388	biotin(in) + ATP + H2O = biotin(out) + ADP + phosphate + H(+)		0
RHEA:61716	D-galactofuranose(out) + ATP + H2O = D-galactofuranose(in) + ADP + phosphate + H(+)	EC:7.5.2.9 ABC-type D-galactofuranose transporter	2
RHEA:61912	voriconazole(in) + ATP + H2O = voriconazole(out) + ADP + phosphate + H(+)		902
RHEA:61916	fluconazole(in) + ATP + H2O = fluconazole(out) + ADP + phosphate + H(+)		270
RHEA:61920	(2R,4S)-ketoconazole(in) + ATP + H2O = (2R,4S)-ketoconazole(out) + ADP + phosphate + H(+)		1
RHEA:61924	(2S,4R)-ketoconazole(in) + ATP + H2O = (2S,4R)-ketoconazole(out) + ADP + phosphate + H(+)		1
RHEA:61928	(R)-miconazole(in) + ATP + H2O = (R)-miconazole(out) + ADP + phosphate + H(+)		238
RHEA:61932	(S)-miconazole(in) + ATP + H2O = (S)-miconazole(out) + ADP + phosphate + H(+)		236
RHEA:61936	cycloheximide(in) + ATP + H2O = cycloheximide(out) + ADP + phosphate + H(+)		1
RHEA:62252	Zn(2+)(out) + 2 hydrogencarbonate(out) = Zn(2+)(in) + 2 hydrogencarbonate(in)		1122
RHEA:62256	Cd(2+)(out) + 2 hydrogencarbonate(out) = Cd(2+)(in) + 2 hydrogencarbonate(in)		1122
RHEA:62260	Mn(2+)(out) + 2 hydrogencarbonate(out) = Mn(2+)(in) + 2 hydrogencarbonate(in)		1122
RHEA:62264	selenite(out) + Zn(2+)(out) + hydrogencarbonate(out) = selenite(in) + Zn(2+)(in) + hydrogencarbonate(in)		3
RHEA:62368	Fe(2+)(out) + 2 hydrogencarbonate(out) = Fe(2+)(in) + 2 hydrogencarbonate(in)		1122
RHEA:62576	L-cystine(out) + ATP + H2O = L-cystine(in) + ADP + phosphate + H(+)	EC:7.4.2.12 ABC-type cystine transporter	1
RHEA:62580	D-cystine(out) + ATP + H2O = D-cystine(in) + ADP + phosphate + H(+)	EC:7.4.2.12 ABC-type cystine transporter	1
RHEA:62584	L-tyrosine(out) + ATP + H2O = L-tyrosine(in) + ADP + phosphate + H(+)	EC:7.4.2.13 ABC-type tyrosine transporter	1
RHEA:62960	7-dehydrocholesterol(in) = 7-dehydrocholesterol(out)		1629
RHEA:63320	a glycerophospholipid(in) + ATP + H2O = a glycerophospholipid(out) + ADP + phosphate + H(+)		0
RHEA:63368	spermine(out) + ATP + H2O = spermine(in) + ADP + phosphate + H(+)		691
RHEA:63908	pravastatin(in) + ATP + H2O = pravastatin(out) + ADP + phosphate + H(+)		1353
RHEA:63932	abscisate(in) + ATP + H2O = abscisate(out) + ADP + phosphate + H(+)		2
RHEA:63960	abscisate(out) + ATP + H2O = abscisate(in) + ADP + phosphate + H(+)		2
RHEA:64392	a dipeptide(out) + H(+)(out) = a dipeptide(in) + H(+)(in)		1150
RHEA:64396	glycyl-sarcosine(out) + H(+)(out) = glycyl-sarcosine(in) + H(+)(in)		1110
RHEA:64400	an L-amino acid tripeptide(out) + H(+)(out) = an L-amino acid tripeptide(in) + H(+)(in)		1150
RHEA:64404	carnosine(out) + H(+)(out) = carnosine(in) + H(+)(in)		1110
RHEA:64408	N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(out) + 2 H(+)(out) = N-acetyl-D-muramoyl-L-alanyl-D-isoglutamine(in) + 2 H(+)(in)		1110
RHEA:64412	L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(out) + n H(+)(out) = L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate(in) + n H(+)(in)		638
RHEA:64420	L-alanyl-L-proline(out) + H(+)(out) = L-alanyl-L-proline(in) + H(+)(in)		1110
RHEA:64424	L-leucyl-L-proline(out) + H(+)(out) = L-leucyl-L-proline(in) + H(+)(in)		1110
RHEA:64428	glycyl-L-proline(out) + H(+)(out) = glycyl-L-proline(in) + H(+)(in)		1110
RHEA:64432	L-alanyl-L-prolylglycine(out) + H(+)(out) = L-alanyl-L-prolylglycine(in) + H(+)(in)		1110
RHEA:64436	glycylglycyl-L-isoleucine(out) + H(+)(out) = glycylglycyl-L-isoleucine(in) + H(+)(in)		1110
RHEA:64440	glycylglycyl-L-proline(out) + H(+)(out) = glycylglycyl-L-proline(in) + H(+)(in)		1110
RHEA:64584	2-hydroxyethane-1-sulfonate(out) + Na(+)(out) = 2-hydroxyethane-1-sulfonate(in) + Na(+)(in)		1
RHEA:64720	pyruvate(out) + H(+)(out) = pyruvate(in) + H(+)(in)		1584
RHEA:64816	5-aminolevulinate(in) = 5-aminolevulinate(out)		0
RHEA:65408	NAD(+)(in) = NAD(+)(out)		208
RHEA:65412	dAMP(in) + NAD(+)(out) = dAMP(out) + NAD(+)(in)		64
RHEA:65416	dGMP(in) + NAD(+)(out) = dGMP(out) + NAD(+)(in)		64
RHEA:65420	GMP(in) + NAD(+)(out) = GMP(out) + NAD(+)(in)		64
RHEA:65424	AMP(in) + NAD(+)(out) = AMP(out) + NAD(+)(in)		210
RHEA:65428	deamido-NAD(+)(in) + NAD(+)(out) = deamido-NAD(+)(out) + NAD(+)(in)		64
RHEA:65664	citrate(out) + 4 Na(+)(out) = citrate(in) + 4 Na(+)(in)		3
RHEA:65840	Mg(2+)(out) + phosphate(in) + ATP(out) = Mg(2+)(in) + phosphate(out) + ATP(in)		1468
RHEA:65844	ADP(out) + phosphate(in) + H(+)(out) = ADP(in) + phosphate(out) + H(+)(in)		1498
RHEA:65956	estrone 3-sulfate(out) + ATP + H2O = estrone 3-sulfate(in) + ADP + phosphate + H(+)		1
RHEA:65960	leukotriene C4(out) + ATP + H2O = leukotriene C4(in) + ADP + phosphate + H(+)		1
RHEA:65964	taurocholate(out) + ATP + H2O = taurocholate(in) + ADP + phosphate + H(+)		1
RHEA:65968	17beta-estradiol 17-O-(beta-D-glucuronate)(out) + ATP + H2O = 17beta-estradiol 17-O-(beta-D-glucuronate)(in) + ADP + phosphate + H(+)		1
RHEA:65972	a peptide antigen(in) + ATP + H2O = a peptide antigen(out) + ADP + phosphate + H(+)	EC:7.4.2.14 ABC-type antigen peptide transporter	938
RHEA:66036	a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine(out) + ATP + H2O = a beta-D-glucosyl-(1<->1')-N-acylsphing-4-enine(in) + ADP + phosphate + H(+)		4389
RHEA:66132	a 1,2-diacyl-sn-glycero-3-phosphoethanolamine(out) + ATP + H2O = a 1,2-diacyl-sn-glycero-3-phosphoethanolamine(in) + ADP + phosphate + H(+)		12726
RHEA:66168	[protein]-with a C-terminal TM segment(out) + ATP + H2O = [protein]-with a C-terminal TM segment(in) + ADP + phosphate + H(+)		3269
RHEA:66172	L-cystine(out) + H(+)(out) = L-cystine(in) + H(+)(in)		3051
RHEA:66176	taurochenodeoxycholate 3-sulfate(in) + ATP + H2O = taurochenodeoxycholate 3-sulfate(out) + ADP + phosphate + H(+)		3
RHEA:66180	(4Z,15Z)-bilirubin IXalpha C8-beta-D-glucuronoside(in) + ATP + H2O = (4Z,15Z)-bilirubin IXalpha C8-beta-D-glucuronoside(out) + ADP + phosphate + H(+)		7
RHEA:66184	3',5'-cyclic AMP(in) + ATP + H2O = 3',5'-cyclic AMP(out) + ADP + phosphate + H(+)		3747
RHEA:66188	3',5'-cyclic GMP(in) + ATP + H2O = 3',5'-cyclic GMP(out) + ADP + phosphate + H(+)		3748
RHEA:66192	(4Z,15Z)-bilirubin IXalpha C8,C12-beta-D-bisglucuronoside(in) + ATP + H2O = (4Z,15Z)-bilirubin IXalpha C8,C12-beta-D-bisglucuronoside(out) + ADP + phosphate + H(+)		7
RHEA:66272	a 1,2-diacyl-sn-glycero-3-phosphocholine(in) + ATP + H2O = a 1,2-diacyl-sn-glycero-3-phosphocholine(out) + ADP + phosphate + H(+)		346
RHEA:66320	2',3'-cGAMP(out) = 2',3'-cGAMP(in)		1933
RHEA:66324	iodide(out) = iodide(in)		9460
RHEA:66328	taurine(out) = taurine(in)		4903
RHEA:66332	L-aspartate(out) = L-aspartate(in)		3875
RHEA:66336	L-glutamate(out) = L-glutamate(in)		10509
RHEA:66340	1,2-dihexadecanoyl-sn-glycero-3-phosphocholine(in) + ATP + H2O = 1,2-dihexadecanoyl-sn-glycero-3-phosphocholine(out) + ADP + phosphate + H(+)		3
RHEA:66344	a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol)(in) + ATP + H2O = a 1,2-diacyl-sn-glycero-3-phospho-(1'-sn-glycerol)(out) + ADP + phosphate + H(+)		3
RHEA:66380	glycodeoxycholate(in) + glutathione(in) + ATP + H2O = glycodeoxycholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66388	prostaglandin E2(in) + ATP + H2O = prostaglandin E2(out) + ADP + phosphate + H(+)		1988
RHEA:66392	prostaglandin E1(in) + ATP + H2O = prostaglandin E1(out) + ADP + phosphate + H(+)		1988
RHEA:66396	cholate(in) + glutathione(in) + ATP + H2O = cholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66400	glycocholate(in) + glutathione(in) + ATP + H2O = glycocholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66404	taurocholate(in) + glutathione(in) + ATP + H2O = taurocholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66408	glycochenodeoxycholate(in) + glutathione(in) + ATP + H2O = glycochenodeoxycholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66412	taurochenodeoxycholate(in) + glutathione(in) + ATP + H2O = taurochenodeoxycholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66416	glycoursodeoxycholate(in) + glutathione(in) + ATP + H2O = glycoursodeoxycholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66420	tauroursodeoxycholate(in) + glutathione(in) + ATP + H2O = tauroursodeoxycholate(out) + glutathione(out) + ADP + phosphate + H(+)		1988
RHEA:66424	leukotriene B4(in) + ATP + H2O = leukotriene B4(out) + ADP + phosphate + H(+)		1988
RHEA:66428	D-arabinose(out) + H(+)(out) = D-arabinose(in) + H(+)(in)		1
RHEA:66432	L-galactose(out) + H(+)(out) = L-galactose(in) + H(+)(in)		1
RHEA:66524	monodehydro-L-ascorbate radical(out) + L-ascorbate(in) = monodehydro-L-ascorbate radical(in) + L-ascorbate(out)		1991
RHEA:66616	Mg(2+)(in) + 2 Na(+)(out) = Mg(2+)(out) + 2 Na(+)(in)		7
RHEA:66656	Cu(2+)(out) + L-ascorbate(in) = Cu(+)(out) + monodehydro-L-ascorbate radical(in) + H(+)		804
RHEA:66660	a beta-D-glucosylceramide(in) + ATP + H2O = a beta-D-glucosylceramide(out) + ADP + phosphate + H(+)		2
RHEA:66664	coproporphyrin III(in) + ATP + H2O = coproporphyrin III(out) + ADP + phosphate + H(+)		1743
RHEA:66680	coproporphyrinogen III(in) + ATP + H2O = coproporphyrinogen III(out) + ADP + phosphate + H(+)		1743
RHEA:66720	N-[(S)-lactoyl]-L-phenylalanine(in) + ATP + H2O = N-[(S)-lactoyl]-L-phenylalanine(out) + ADP + phosphate + H(+)		3
RHEA:66728	N-acetyl-L-aspartyl-L-glutamate(in) + ATP + H2O = N-acetyl-L-aspartyl-L-glutamate(out) + ADP + phosphate + H(+)		1758
RHEA:66732	N-acetyl-L-aspartyl-L-glutamyl-L-glutamate(in) + ATP + H2O = N-acetyl-L-aspartyl-L-glutamyl-L-glutamate(out) + ADP + phosphate + H(+)		1758
RHEA:66736	beta-citrylglutamate(in) + ATP + H2O = beta-citrylglutamate(out) + ADP + phosphate + H(+)		3
RHEA:66740	N-acetyl-L-glutamate(in) + ATP + H2O = N-acetyl-L-glutamate(out) + ADP + phosphate + H(+)		47
RHEA:66744	N-acetyl-L-aspartate(in) + ATP + H2O = N-acetyl-L-aspartate(out) + ADP + phosphate + H(+)		1758
RHEA:66752	(2S)-2-[5-amino-1-(beta-D-ribosyl)imidazole-4-carboxamido]succinate(in) + ATP + H2O = (2S)-2-[5-amino-1-(beta-D-ribosyl)imidazole-4-carboxamido]succinate(out) + ADP + phosphate + H(+)		1758
RHEA:66756	domoate(in) + ATP + H2O = domoate(out) + ADP + phosphate + H(+)		3
RHEA:66760	kainate(in) + ATP + H2O = kainate(out) + ADP + phosphate + H(+)		47
RHEA:66764	folate(in) + ATP + H2O = folate(out) + ADP + phosphate + H(+)		3
RHEA:66768	coproporphyrin I(in) + ATP + H2O = coproporphyrin I(out) + ADP + phosphate + H(+)		1743
RHEA:66772	uroporphyrin I(in) + ATP + H2O = uroporphyrin I(out) + ADP + phosphate + H(+)		1743
RHEA:66776	uroporphyrin III(in) + ATP + H2O = uroporphyrin III(out) + ADP + phosphate + H(+)		1743
RHEA:66784	N-acetyl-beta-D-muramate-(1->4)-N-acetyl-D-glucosamine(out) + N(pros)-phospho-L-histidyl-[protein] = 6-phospho-N-acetyl-beta-D-muramate-(1->4)-N-acetyl-D-glucosamine(in) + L-histidyl-[protein]		116
RHEA:66816	tetrahydroxoborate(in) + 2 Na(+)(in) = tetrahydroxoborate(out) + 2 Na(+)(out)		882
RHEA:66820	Mn(2+)(in) + ATP + H2O = Mn(2+)(out) + ADP + phosphate + H(+)	EC:7.2.2.22 P-type Mn(2+) transporter	3403
RHEA:67028	(glutathione)4[2Fe(III)-2S] cluster(in) + ATP + H2O = (glutathione)4[2Fe(III)-2S] cluster(out) + ADP + phosphate + H(+)		2211
RHEA:67080	a very long-chain fatty acid(in) + ATP + H2O = a very long-chain fatty acid(out) + ADP + phosphate + H(+)		1597
RHEA:67084	hexacosanoate(in) + ATP + H2O = hexacosanoate(out) + ADP + phosphate + H(+)		3
RHEA:67088	tetracosanoate(in) + ATP + H2O = tetracosanoate(out) + ADP + phosphate + H(+)		3
RHEA:67092	docosanoate(in) + ATP + H2O = docosanoate(out) + ADP + phosphate + H(+)		3
RHEA:67188	an N-all-trans-retinylidenephosphatidylethanolamine(out) + ATP + H2O = an N-all-trans-retinylidenephosphatidylethanolamine(in) + ADP + phosphate + H(+)		3
RHEA:67192	N-11-cis-retinylidenephosphatidylethanolamine(out) + ATP + H2O = N-11-cis-retinylidenephosphatidylethanolamine(in) + ADP + phosphate + H(+)		3
RHEA:67632	a plastoquinone + 2 reduced [2Fe-2S]-[ferredoxin] + 6 H(+)(in) = a plastoquinol + 2 oxidized [2Fe-2S]-[ferredoxin] + 4 H(+)(out)	EC:7.1.1.10 ferredoxin--quinone oxidoreductase (H(+)-translocating)	0
RHEA:67684	a long-chain fatty acid(in) + ATP + H2O = a long-chain fatty acid(out) + ADP + phosphate + H(+)		1180
RHEA:67688	2,6,10,14-tetramethylpentadecanoate(in) + ATP + H2O = 2,6,10,14-tetramethylpentadecanoate(out) + ADP + phosphate + H(+)		1180
RHEA:67692	hexadecanedioate(in) + ATP + H2O = hexadecanedioate(out) + ADP + phosphate + H(+)		1180
RHEA:67704	(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate(in) + ATP + H2O = (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate(out) + ADP + phosphate + H(+)		1180
RHEA:67708	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate(in) + ATP + H2O = (5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate(out) + ADP + phosphate + H(+)		1180
RHEA:67724	CMP-N-acetyl-beta-neuraminate(in) + CMP(out) = CMP-N-acetyl-beta-neuraminate(out) + CMP(in)		3
RHEA:67920	a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)(in) = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)(out)		1660
RHEA:67932	desmosterol(in) + ATP + H2O = desmosterol(out) + ADP + phosphate + H(+)		3
RHEA:68228	glycine(in) + Na(+)(in) = glycine(out) + Na(+)(out)		1371
RHEA:68232	L-cysteine(in) + Na(+)(in) = L-cysteine(out) + Na(+)(out)		464
RHEA:68236	L-glutamine(in) + Na(+)(in) = L-glutamine(out) + Na(+)(out)		2818
RHEA:68240	L-methionine(in) + Na(+)(in) = L-methionine(out) + Na(+)(out)		1814
RHEA:68244	L-phenylalanine(in) + Na(+)(in) = L-phenylalanine(out) + Na(+)(out)		1806
RHEA:68248	L-tyrosine(in) + Na(+)(in) = L-tyrosine(out) + Na(+)(out)		4
RHEA:68252	L-tryptophan(in) + Na(+)(in) = L-tryptophan(out) + Na(+)(out)		4
RHEA:68256	L-cystine(in) + Na(+)(in) = L-cystine(out) + Na(+)(out)		0
RHEA:68260	D-serine(out) + 2 Na(+)(out) = D-serine(in) + 2 Na(+)(in)		0
RHEA:68572	L-tyrosine(in) = L-tyrosine(out)		1985
RHEA:68576	xanthine(out) + ATP + H2O = xanthine(in) + ADP + phosphate + H(+)		1
RHEA:68580	L-kynurenine(out) + ATP + H2O = L-kynurenine(in) + ADP + phosphate + H(+)		2
RHEA:68584	L-tryptophan(out) + ATP + H2O = L-tryptophan(in) + ADP + phosphate + H(+)		1
RHEA:68592	(6S)-5,6,7,8-tetrahydrofolate(out) + ATP + H2O = (6S)-5,6,7,8-tetrahydrofolate(in) + ADP + phosphate + H(+)		3
RHEA:68632	2 reduced [2Fe-2S]-[ferredoxin] + NAD(+) + 3 H(+)(in) = 2 oxidized [2Fe-2S]-[ferredoxin] + NADH + 2 H(+)(out)	EC:7.1.1.11 ferredoxin--NAD(+) oxidoreductase (H(+)-transporting)	0
RHEA:68940	tellurite(in) + Na(+)(in) = tellurite(out) + Na(+)(out)		0
RHEA:69404	uracil(in) = uracil(out)		215
RHEA:69556	D-glucose(out) + H(+)(out) = D-glucose(in) + H(+)(in)		567
RHEA:69560	D-mannose(out) + H(+)(out) = D-mannose(in) + H(+)(in)		1
RHEA:69883	L-ascorbate(out) + 2 Na(+)(out) = L-ascorbate(in) + 2 Na(+)(in)		7
RHEA:69887	uridine(out) + Na(+)(out) = uridine(in) + Na(+)(in)		8
RHEA:69891	thymidine(out) + Na(+)(out) = thymidine(in) + Na(+)(in)		5
RHEA:69895	cytidine(out) + Na(+)(out) = cytidine(in) + Na(+)(in)		5
RHEA:69899	thymidine(out) + 2 Na(+)(out) = thymidine(in) + 2 Na(+)(in)		4
RHEA:69903	cytidine(out) + 2 Na(+)(out) = cytidine(in) + 2 Na(+)(in)		4
RHEA:69907	uridine(out) + 2 Na(+)(out) = uridine(in) + 2 Na(+)(in)		4
RHEA:69911	adenosine(out) + 2 Na(+)(out) = adenosine(in) + 2 Na(+)(in)		4
RHEA:69915	guanosine(out) + 2 Na(+)(out) = guanosine(in) + 2 Na(+)(in)		4
RHEA:69919	inosine(out) + 2 Na(+)(out) = inosine(in) + 2 Na(+)(in)		4
RHEA:69927	adenosine(out) + Na(+)(out) = adenosine(in) + Na(+)(in)		8
RHEA:69931	inosine(out) + Na(+)(out) = inosine(in) + Na(+)(in)		3
RHEA:69935	guanosine(out) + Na(+)(out) = guanosine(in) + Na(+)(in)		3
RHEA:69955	Ca(2+)(in) + 3 Na(+)(out) = Ca(2+)(out) + 3 Na(+)(in)		8238
RHEA:69967	Ca(2+)(out) + K(+)(out) + 4 Na(+)(in) = Ca(2+)(in) + K(+)(in) + 4 Na(+)(out)		7223
RHEA:69999	L-threonine(in) + Na(+)(in) = L-threonine(out) + Na(+)(out)		7058
RHEA:70023	4-hydroxy-L-proline(in) + Na(+)(in) = 4-hydroxy-L-proline(out) + Na(+)(out)		3
RHEA:70159	folate(in) + H(+)(in) = folate(out) + H(+)(out)		967
RHEA:70163	methotrexate(in) + H(+)(in) = methotrexate(out) + H(+)(out)		965
RHEA:70167	(6S)-5-methyl-5,6,7,8-tetrahydrofolate(in) + H(+)(in) = (6S)-5-methyl-5,6,7,8-tetrahydrofolate(out) + H(+)(out)		966
RHEA:70171	pemetrexed(in) + H(+)(in) = pemetrexed(out) + H(+)(out)		965
RHEA:70207	sphinga-4E,14Z-dienine-1-phosphate(in) = sphinga-4E,14Z-dienine-1-phosphate(out)		393
RHEA:70259	AMP(out) + phosphate(in) = AMP(in) + phosphate(out)		1494
RHEA:70267	hydrogencarbonate(in) + Na(+)(in) = hydrogencarbonate(out) + Na(+)(out)		3
RHEA:70431	Li(+)(in) + 2 H(+)(out) = Li(+)(out) + 2 H(+)(in)		3
RHEA:70495	D-glucose(out) + 2 Na(+)(out) = D-glucose(in) + 2 Na(+)(in)		2707
RHEA:70499	D-galactose(out) + 2 Na(+)(out) = D-galactose(in) + 2 Na(+)(in)		1393
RHEA:70571	D-glucose(out) + Na(+)(out) = D-glucose(in) + Na(+)(in)		717
RHEA:70643	D-proline(out) + H(+)(out) = D-proline(in) + H(+)(in)		6
RHEA:70647	D-serine(out) + H(+)(out) = D-serine(in) + H(+)(in)		9
RHEA:70655	sarcosine(in) + H(+)(in) = sarcosine(out) + H(+)(out)		3
RHEA:70659	N,N-dimethylglycine(in) + H(+)(in) = N,N-dimethylglycine(out) + H(+)(out)		3
RHEA:70663	4-hydroxy-L-proline(in) + H(+)(in) = 4-hydroxy-L-proline(out) + H(+)(out)		3
RHEA:70679	glycine betaine(in) + H(+)(in) = glycine betaine(out) + H(+)(out)		0
RHEA:70687	4-aminobutanoate(out) + chloride(out) + 2 Na(+)(out) = 4-aminobutanoate(in) + chloride(in) + 2 Na(+)(in)		2169
RHEA:70691	glycine(out) + chloride(out) + 2 Na(+)(out) = glycine(in) + chloride(in) + 2 Na(+)(in)		1345
RHEA:70695	glycine(out) + chloride(out) + 3 Na(+)(out) = glycine(in) + chloride(in) + 3 Na(+)(in)		4
RHEA:70699	K(+)(in) + L-glutamate(out) + 3 Na(+)(out) + H(+)(out) = K(+)(out) + L-glutamate(in) + 3 Na(+)(in) + H(+)(in)		6329
RHEA:70703	D-cycloserine(in) + H(+)(in) = D-cycloserine(out) + H(+)(out)		2
RHEA:70711	D-alanine(in) = D-alanine(out)		0
RHEA:70715	glycine(in) = glycine(out)		2792
RHEA:70719	L-alanine(in) = L-alanine(out)		1069
RHEA:70723	sitosterol(out) = sitosterol(in)		3
RHEA:70731	4-aminobutanoate(out) + chloride(out) + 3 Na(+)(out) = 4-aminobutanoate(in) + chloride(in) + 3 Na(+)(in)		270
RHEA:70735	glycine betaine(out) + chloride(out) + 2 Na(+)(out) = glycine betaine(in) + chloride(in) + 2 Na(+)(in)		3
RHEA:70783	L-aspartate(in) + L-glutamate(out) + H(+)(out) = L-aspartate(out) + L-glutamate(in) + H(+)(in)		3054
RHEA:70787	L-citrulline(in) + L-ornithine(out) + H(+)(in) = L-citrulline(out) + L-ornithine(in) + H(+)(out)		255
RHEA:70791	L-ornithine(out) + H(+)(in) = L-ornithine(in) + H(+)(out)		254
RHEA:70795	L-lysine(out) + H(+)(in) = L-lysine(in) + H(+)(out)		254
RHEA:70799	L-ornithine(out) + L-lysine(in) = L-ornithine(in) + L-lysine(out)		255
RHEA:70815	L-histidine(in) + L-ornithine(out) + H(+)(in) = L-histidine(out) + L-ornithine(in) + H(+)(out)		1
RHEA:70819	L-homoarginine(in) + L-ornithine(out) = L-homoarginine(out) + L-ornithine(in)		1
RHEA:70827	L-lysine(out) + L-arginine(in) = L-lysine(in) + L-arginine(out)		5207
RHEA:70831	L-leucine(out) + L-arginine(in) + Na(+)(out) = L-leucine(in) + L-arginine(out) + Na(+)(in)		1039
RHEA:70835	L-glutamine(out) + L-arginine(in) + Na(+)(out) = L-glutamine(in) + L-arginine(out) + Na(+)(in)		1036
RHEA:70839	L-histidine(out) + L-arginine(in) + Na(+)(out) = L-histidine(in) + L-arginine(out) + Na(+)(in)		1036
RHEA:70843	L-arginine(in) + L-methionine(out) + Na(+)(out) = L-arginine(out) + L-methionine(in) + Na(+)(in)		1036
RHEA:70847	L-cysteine(out) + L-arginine(in) + Na(+)(out) = L-cysteine(in) + L-arginine(out) + Na(+)(in)		1036
RHEA:70851	K(+)(in) + L-aspartate(out) + 3 Na(+)(out) + H(+)(out) = K(+)(out) + L-aspartate(in) + 3 Na(+)(in) + H(+)(in)		6329
RHEA:70855	L-glutamine(out) + L-serine(in) + Na(+)(out) = L-glutamine(in) + L-serine(out) + Na(+)(in)		644
RHEA:70859	L-asparagine(in) + L-glutamine(out) + Na(+)(out) = L-asparagine(out) + L-glutamine(in) + Na(+)(in)		644
RHEA:70863	L-threonine(in) + L-glutamine(out) + Na(+)(out) = L-threonine(out) + L-glutamine(in) + Na(+)(in)		644
