Reaction identifier	Equation	Enzyme class	Enzymes
RHEA:72139	estrone 3-sulfate(in) + H(+)(out) = estrone 3-sulfate(out) + H(+)(in)		9
RHEA:72151	estrone 3-sulfate(out) + glutarate(in) = estrone 3-sulfate(in) + glutarate(out)		14
RHEA:72155	17beta-estradiol 17-O-(beta-D-glucuronate)(out) + glutarate(in) = 17beta-estradiol 17-O-(beta-D-glucuronate)(in) + glutarate(out)		6
RHEA:72159	taurocholate(out) + glutarate(in) = taurocholate(in) + glutarate(out)		11
RHEA:72163	O-butanoyl-(R)-carnitine(out) + chloride(out) + 2 Na(+)(out) = O-butanoyl-(R)-carnitine(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:72167	taurohyodeoxycholate(out) + 2 Na(+)(out) = taurohyodeoxycholate(in) + 2 Na(+)(in)		607
RHEA:72171	taurohyocholate(out) + 2 Na(+)(out) = taurohyocholate(in) + 2 Na(+)(in)		607
RHEA:72175	5alpha-androstane-3alpha,17beta-diol 3-O-(beta-D-glucuronate)(out) + glutarate(in) = 5alpha-androstane-3alpha,17beta-diol 3-O-(beta-D-glucuronate)(in) + glutarate(out)		4
RHEA:72179	tauro-beta-muricholate(out) + 2 Na(+)(out) = tauro-beta-muricholate(in) + 2 Na(+)(in)		1459
RHEA:72183	creatinine(in) + H(+)(out) = creatinine(out) + H(+)(in)		9
RHEA:72187	sucrose(out) + H(+)(out) = sucrose(in) + H(+)(in)		767
RHEA:72199	Ca(2+)(in) + 2 H(+)(out) = Ca(2+)(out) + 2 H(+)(in)		1228
RHEA:72203	hydrogencarbonate(in) + 2 chloride(out) = hydrogencarbonate(out) + 2 chloride(in)		3
RHEA:72207	2 hydrogencarbonate(in) + chloride(out) = 2 hydrogencarbonate(out) + chloride(in)		7
RHEA:72215	2 hydrogencarbonate(out) + Na(+)(out) = 2 hydrogencarbonate(in) + Na(+)(in)		4156
RHEA:72219	3 hydrogencarbonate(out) + Na(+)(out) = 3 hydrogencarbonate(in) + Na(+)(in)		4156
RHEA:72223	4-hydroxy-L-proline(out) + chloride(out) + 2 Na(+)(out) = 4-hydroxy-L-proline(in) + chloride(in) + 2 Na(+)(in)		2
RHEA:72227	sarcosine(out) + chloride(out) + 2 Na(+)(out) = sarcosine(in) + chloride(in) + 2 Na(+)(in)		1
RHEA:72231	N-methyl-L-proline(out) + chloride(out) + 2 Na(+)(out) = N-methyl-L-proline(in) + chloride(in) + 2 Na(+)(in)		1
RHEA:72235	2-methyl-2-(methylamino)propanoate(out) + chloride(out) + 2 Na(+)(out) = 2-methyl-2-(methylamino)propanoate(in) + chloride(in) + 2 Na(+)(in)		3
RHEA:72239	estrone 3-sulfate(out) + L-glutamate(in) = estrone 3-sulfate(in) + L-glutamate(out)		3
RHEA:72263	oxalate(in) + chloride(out) = oxalate(out) + chloride(in)		693
RHEA:72267	formate(in) + chloride(out) = formate(out) + chloride(in)		4
RHEA:72271	oxalate(in) + formate(out) = oxalate(out) + formate(in)		2
RHEA:72275	oxalate(in) + sulfate(out) = oxalate(out) + sulfate(in)		2728
RHEA:72287	2,2-dimethylsuccinate(out) + 3 Na(+)(out) = 2,2-dimethylsuccinate(in) + 3 Na(+)(in)		3
RHEA:72291	2,3-dimethylsuccinate(out) + 3 Na(+)(out) = 2,3-dimethylsuccinate(in) + 3 Na(+)(in)		3
RHEA:72295	malate(out) + 3 Na(+)(out) = malate(in) + 3 Na(+)(in)		3
RHEA:72299	3,3',5-triiodo-L-thyronine(out) + L-glutamate(in) = 3,3',5-triiodo-L-thyronine(in) + L-glutamate(out)		3
RHEA:72303	L-thyroxine(out) + L-glutamate(in) = L-thyroxine(in) + L-glutamate(out)		3
RHEA:72307	taurocholate(out) + L-glutamate(in) = taurocholate(in) + L-glutamate(out)		3
RHEA:72311	taurocholate(out) + glutathione(in) = taurocholate(in) + glutathione(out)		0
RHEA:72315	leukotriene C4(out) + glutathione(in) = leukotriene C4(in) + glutathione(out)		0
RHEA:72319	urate(out) + n chloride(in) = urate(in) + n chloride(out)		8
RHEA:72323	thiosulfate(out) + 3 Na(+)(out) = thiosulfate(in) + 3 Na(+)(in)		3
RHEA:72351	glycocholate(out) + glutarate(in) = glycocholate(in) + glutarate(out)		4
RHEA:72355	dehydroepiandrosterone 3-sulfate(out) + glutarate(in) = dehydroepiandrosterone 3-sulfate(in) + glutarate(out)		13
RHEA:72359	glutarate(in) + succinate(out) = glutarate(out) + succinate(in)		5
RHEA:72363	hydrogencarbonate(in) + chloride(out) = hydrogencarbonate(out) + chloride(in)		6698
RHEA:72367	estrone 3-sulfate(out) + succinate(in) = estrone 3-sulfate(in) + succinate(out)		0
RHEA:72371	dehydroepiandrosterone 3-sulfate(out) + succinate(in) = dehydroepiandrosterone 3-sulfate(in) + succinate(out)		0
RHEA:72375	iodide(in) + hydrogencarbonate(out) = iodide(out) + hydrogencarbonate(in)		3
RHEA:72379	iodide(in) + chloride(out) = iodide(out) + chloride(in)		1031
RHEA:72383	urate(in) + Na(+)(out) = urate(out) + Na(+)(in)		1
RHEA:72387	2 hydrogencarbonate(out) + sulfate(in) = 2 hydrogencarbonate(in) + sulfate(out)		4
RHEA:72391	oxalate(in) + 2 hydrogencarbonate(out) = oxalate(out) + 2 hydrogencarbonate(in)		3
RHEA:72395	K(+)(out) + 2 chloride(out) + Na(+)(out) = K(+)(in) + 2 chloride(in) + Na(+)(in)		3314
RHEA:72399	estrone 3-sulfate(in) + 2-oxoglutarate(out) = estrone 3-sulfate(out) + 2-oxoglutarate(in)		7
RHEA:72403	urate(in) + 2-oxoglutarate(out) = urate(out) + 2-oxoglutarate(in)		7
RHEA:72407	Li(+)(out) + H(+)(in) = Li(+)(in) + H(+)(out)		1150
RHEA:72415	Li(+)(in) + Na(+)(out) = Li(+)(out) + Na(+)(in)		1150
RHEA:72427	K(+)(in) + chloride(in) = K(+)(out) + chloride(out)		7971
RHEA:72447	estrone 3-sulfate(out) + a dicarboxylate(in) = estrone 3-sulfate(in) + a dicarboxylate(out)		0
RHEA:72451	dehydroepiandrosterone 3-sulfate(out) + a dicarboxylate(in) = dehydroepiandrosterone 3-sulfate(in) + a dicarboxylate(out)		0
RHEA:72455	fumarate(out) + 3 H(+)(out) = fumarate(in) + 3 H(+)(in)		3
RHEA:72459	fumarate(in) + L-aspartate(out) = fumarate(out) + L-aspartate(in)		1938
RHEA:72471	D-threo-isocitrate(in) + citrate(out) = D-threo-isocitrate(out) + citrate(in)		1672
RHEA:72475	cis-aconitate(in) + citrate(out) = cis-aconitate(out) + citrate(in)		1672
RHEA:72479	trans-aconitate(in) + citrate(out) = trans-aconitate(out) + citrate(in)		1672
RHEA:72483	(S)-malate(in) + citrate(out) = (S)-malate(out) + citrate(in)		1672
RHEA:72487	phosphoenolpyruvate(in) + citrate(out) = phosphoenolpyruvate(out) + citrate(in)		1672
RHEA:72491	maleate(in) + citrate(out) = maleate(out) + citrate(in)		1672
RHEA:72495	prostaglandin E2(out) + glutarate(in) = prostaglandin E2(in) + glutarate(out)		7
RHEA:72499	prostaglandin E2(out) + 2-oxoglutarate(in) = prostaglandin E2(in) + 2-oxoglutarate(out)		7
RHEA:72503	prostaglandin F2alpha(out) + glutarate(in) = prostaglandin F2alpha(in) + glutarate(out)		7
RHEA:72507	prostaglandin F2alpha(out) + 2-oxoglutarate(in) = prostaglandin F2alpha(in) + 2-oxoglutarate(out)		7
RHEA:72511	(R)-carnitine(out) + 2-oxoglutarate(in) = (R)-carnitine(in) + 2-oxoglutarate(out)		7
RHEA:72515	glutarate(in) + (R)-carnitine(out) = glutarate(out) + (R)-carnitine(in)		7
RHEA:72531	methyl beta-D-galactoside(out) + ATP + H2O = methyl beta-D-galactoside(in) + ADP + phosphate + H(+)		31
RHEA:72543	dehydroepiandrosterone 3-sulfate(out) + 2-oxoglutarate(in) = dehydroepiandrosterone 3-sulfate(in) + 2-oxoglutarate(out)		7
RHEA:72547	taurocholate(out) + 2-oxoglutarate(in) = taurocholate(in) + 2-oxoglutarate(out)		7
RHEA:72551	urate(in) + glutarate(out) = urate(out) + glutarate(in)		7
RHEA:72555	propanoate(in) + estrone 3-sulfate(out) = propanoate(out) + estrone 3-sulfate(in)		2
RHEA:72559	pentanoate(in) + estrone 3-sulfate(out) = pentanoate(out) + estrone 3-sulfate(in)		2
RHEA:72563	dehydroepiandrosterone 3-sulfate(in) + butanoate(out) = dehydroepiandrosterone 3-sulfate(out) + butanoate(in)		2
RHEA:72567	propanoate(out) + dehydroepiandrosterone 3-sulfate(in) = propanoate(in) + dehydroepiandrosterone 3-sulfate(out)		2
RHEA:72571	pentanoate(out) + dehydroepiandrosterone 3-sulfate(in) = pentanoate(in) + dehydroepiandrosterone 3-sulfate(out)		2
RHEA:72591	D-glucuronate(out) + H(+)(out) = D-glucuronate(in) + H(+)(in)		2642
RHEA:72595	N-acetyl-L-aspartyl-L-glutamate(out) + H(+)(out) = N-acetyl-L-aspartyl-L-glutamate(in) + H(+)(in)		0
RHEA:72599	N-acetyl-L-aspartyl-L-glutamate(out) = N-acetyl-L-aspartyl-L-glutamate(in)		2642
RHEA:72611	L-alanyl-L-lysine(out) + H(+)(out) = L-alanyl-L-lysine(in) + H(+)(in)		1110
RHEA:72615	L-alanyl-L-valine(out) + H(+)(out) = L-alanyl-L-valine(in) + H(+)(in)		1110
RHEA:72627	Zn(2+)(in) + 2 H(+)(out) = Zn(2+)(out) + 2 H(+)(in)		8271
RHEA:72631	3 Li(+)(out) + Ca(2+)(in) = 3 Li(+)(in) + Ca(2+)(out)		178
RHEA:72683	cholate(out) = cholate(in)		0
RHEA:72687	all-trans-retinol(out) = all-trans-retinol(in)		0
RHEA:72691	17beta-estradiol 17-O-(beta-D-glucuronate)(out) = 17beta-estradiol 17-O-(beta-D-glucuronate)(in)		64
RHEA:72695	UMP(out) + UDP-N-acetyl-alpha-D-glucosamine(in) = UMP(in) + UDP-N-acetyl-alpha-D-glucosamine(out)		174
RHEA:72703	UMP(out) + UDP-alpha-D-galactose(in) = UMP(in) + UDP-alpha-D-galactose(out)		6
RHEA:72707	GMP(out) + GDP-beta-L-fucose(in) = GMP(in) + GDP-beta-L-fucose(out)		6
RHEA:72723	UDP-alpha-D-xylose(in) + UMP(out) = UDP-alpha-D-xylose(out) + UMP(in)		2
RHEA:72727	UMP(out) + UDP-alpha-D-glucuronate(in) = UMP(in) + UDP-alpha-D-glucuronate(out)		8
RHEA:72731	UMP(out) + UDP-alpha-D-glucose(in) = UMP(in) + UDP-alpha-D-glucose(out)		10
RHEA:72735	UDP-N-acetyl-alpha-D-galactosamine(in) + UMP(out) = UDP-N-acetyl-alpha-D-galactosamine(out) + UMP(in)		12
RHEA:72739	2 hydrogencarbonate(out) + chloride(in) + Na(+)(out) = 2 hydrogencarbonate(in) + chloride(out) + Na(+)(in)		302
RHEA:72743	leukotriene C4(out) = leukotriene C4(in)		3
RHEA:72747	leukotriene E4(out) = leukotriene E4(in)		1
RHEA:72791	(4E,15E)-bilirubin IXalpha C8-beta-D-glucuronoside(out) = (4E,15E)-bilirubin IXalpha C8-beta-D-glucuronoside(in)		2
RHEA:72795	bilirubin IXalpha bis-beta-D-glucuronoside(out) = bilirubin IXalpha bis-beta-D-glucuronoside(in)		2
RHEA:72799	L-homoarginine(in) + L-arginine(out) = L-homoarginine(out) + L-arginine(in)		1375
RHEA:72803	N(omega)-methyl-L-arginine(in) + L-arginine(out) = N(omega)-methyl-L-arginine(out) + L-arginine(in)		1375
RHEA:72807	L-histidine(out) = L-histidine(in)		1384
RHEA:72811	N(omega),N(omega)-dimethyl-L-arginine(in) + L-arginine(out) = N(omega),N(omega)-dimethyl-L-arginine(out) + L-arginine(in)		1
RHEA:72815	N(omega),N(omega)-dimethyl-L-arginine(in) + L-lysine(out) = N(omega),N(omega)-dimethyl-L-arginine(out) + L-lysine(in)		1
RHEA:72819	N(omega),N(omega)-dimethyl-L-arginine(in) + L-ornithine(out) = N(omega),N(omega)-dimethyl-L-arginine(out) + L-ornithine(in)		1
RHEA:72839	ADP(out) + CoA(in) = ADP(in) + CoA(out)		965
RHEA:72843	3'-dephospho-CoA(in) + ADP(out) = 3'-dephospho-CoA(out) + ADP(in)		819
RHEA:72847	adenosine 3',5'-bisphosphate(in) + ADP(out) = adenosine 3',5'-bisphosphate(out) + ADP(in)		965
RHEA:72851	AMP(in) + ADP(out) = AMP(out) + ADP(in)		965
RHEA:72855	dADP(in) + ADP(out) = dADP(out) + ADP(in)		2317
RHEA:72891	acetylcholine(out) + 2 H(+)(in) = acetylcholine(in) + 2 H(+)(out)		142
RHEA:72907	D-mannose(out) + Na(+)(out) = D-mannose(in) + Na(+)(in)		1196
RHEA:72915	D-fructopyranose(out) + Na(+)(out) = D-fructopyranose(in) + Na(+)(in)		1196
RHEA:72935	(S)-lactate(out) + 2 Na(+)(out) = (S)-lactate(in) + 2 Na(+)(in)		255
RHEA:72939	propanoate(out) + 2 Na(+)(out) = propanoate(in) + 2 Na(+)(in)		255
RHEA:72943	pyruvate(out) + 2 Na(+)(out) = pyruvate(in) + 2 Na(+)(in)		255
RHEA:72947	acetate(out) + 2 Na(+)(out) = acetate(in) + 2 Na(+)(in)		255
RHEA:72951	butanoate(out) + 2 Na(+)(out) = butanoate(in) + 2 Na(+)(in)		255
RHEA:72955	nicotinate(out) + 2 Na(+)(out) = nicotinate(in) + 2 Na(+)(in)		255
RHEA:72959	(R)-3-hydroxybutanoate(out) + 2 Na(+)(out) = (R)-3-hydroxybutanoate(in) + 2 Na(+)(in)		255
RHEA:72963	acetoacetate(out) + 2 Na(+)(out) = acetoacetate(in) + 2 Na(+)(in)		255
RHEA:72967	4-methyl-2-oxopentanoate(out) + 2 Na(+)(out) = 4-methyl-2-oxopentanoate(in) + 2 Na(+)(in)		255
RHEA:72971	5-oxo-L-proline(out) + 2 Na(+)(out) = 5-oxo-L-proline(in) + 2 Na(+)(in)		255
RHEA:72987	myo-inositol(out) + 2 Na(+)(out) = myo-inositol(in) + 2 Na(+)(in)		1360
RHEA:72991	scyllo-inositol(out) + 2 Na(+)(out) = scyllo-inositol(in) + 2 Na(+)(in)		48
RHEA:72995	L-fucose(out) + 2 Na(+)(out) = L-fucose(in) + 2 Na(+)(in)		0
RHEA:73011	L-leucine(in) = L-leucine(out)		3277
RHEA:73015	D-leucine(in) = D-leucine(out)		2
RHEA:73023	pregnenolone sulfate(out) = pregnenolone sulfate(in)		2
RHEA:73031	Cd(2+)(out) + H(+)(out) = Cd(2+)(in) + H(+)(in)		3
RHEA:73035	Co(2+)(out) + H(+)(out) = Co(2+)(in) + H(+)(in)		3
RHEA:73039	Ni(2+)(out) + H(+)(out) = Ni(2+)(in) + H(+)(in)		3
RHEA:73043	creatine(in) = creatine(out)		1028
RHEA:73047	guanidinoacetate(in) = guanidinoacetate(out)		1021
RHEA:73051	taurocholate(out) + hydrogencarbonate(in) = taurocholate(in) + hydrogencarbonate(out)		2
RHEA:73055	estrone 3-sulfate(out) + hydrogencarbonate(in) = estrone 3-sulfate(in) + hydrogencarbonate(out)		5
RHEA:73059	Mn(2+)(out) + Ca(2+)(in) = Mn(2+)(in) + Ca(2+)(out)		2
RHEA:73063	Mn(2+)(in) + H(+)(out) = Mn(2+)(out) + H(+)(in)		882
RHEA:73087	FAD(in) + AMP(out) = FAD(out) + AMP(in)		146
RHEA:73091	FMN(in) + AMP(out) = FMN(out) + AMP(in)		146
RHEA:73095	AMP(out) + CoA(in) = AMP(in) + CoA(out)		146
RHEA:73099	3'-dephospho-CoA(in) + AMP(out) = 3'-dephospho-CoA(out) + AMP(in)		146
RHEA:73139	lithocholate(out) = lithocholate(in)		1
RHEA:73143	FAD(in) + CoA(out) = FAD(out) + CoA(in)		146
RHEA:73147	FAD(in) + adenosine 3',5'-bisphosphate(out) = FAD(out) + adenosine 3',5'-bisphosphate(in)		146
RHEA:73151	FMN(in) + CoA(out) = FMN(out) + CoA(in)		146
RHEA:73155	FMN(in) + adenosine 3',5'-bisphosphate(out) = FMN(out) + adenosine 3',5'-bisphosphate(in)		146
RHEA:73159	FMN(out) + NAD(+)(in) = FMN(in) + NAD(+)(out)		146
RHEA:73163	FAD(out) + NAD(+)(in) = FAD(in) + NAD(+)(out)		146
RHEA:73167	NAD(+)(in) + CoA(out) = NAD(+)(out) + CoA(in)		146
RHEA:73171	adenosine 3',5'-bisphosphate(out) + NAD(+)(in) = adenosine 3',5'-bisphosphate(in) + NAD(+)(out)		146
RHEA:73175	FMN(out) + ADP(in) = FMN(in) + ADP(out)		146
RHEA:73183	FAD(out) + ADP(in) = FAD(in) + ADP(out)		146
RHEA:73195	malonate(in) + sulfate(out) = malonate(out) + sulfate(in)		1769
RHEA:73199	maleate(in) + sulfate(out) = maleate(out) + sulfate(in)		1695
RHEA:73203	D-glucose(out) + H(+)(in) = D-glucose(in) + H(+)(out)		968
RHEA:73207	sulfite(in) + sulfate(out) = sulfite(out) + sulfate(in)		1695
RHEA:73211	sucrose(out) + H(+)(in) = sucrose(in) + H(+)(out)		968
RHEA:73215	thiosulfate(in) + sulfate(out) = thiosulfate(out) + sulfate(in)		1772
RHEA:73219	L-xylopyranose(out) + 2 Na(+)(out) = L-xylopyranose(in) + 2 Na(+)(in)		0
RHEA:73223	(3S)-citramalate(in) + sulfate(out) = (3S)-citramalate(out) + sulfate(in)		1695
RHEA:73227	(3R)-citramalate(in) + sulfate(out) = (3R)-citramalate(out) + sulfate(in)		1695
RHEA:73267	L-methionine(in) + H(+)(out) = L-methionine(out) + H(+)(in)		1
RHEA:73283	L-isoleucine(in) + H(+)(out) = L-isoleucine(out) + H(+)(in)		1
RHEA:73291	L-valine(in) + H(+)(out) = L-valine(out) + H(+)(in)		1
RHEA:73299	(S)-malate(out) + phosphate(in) + H(+)(in) = (S)-malate(in) + phosphate(out) + H(+)(out)		719
RHEA:73303	oxaloacetate(out) + phosphate(in) + H(+)(in) = oxaloacetate(in) + phosphate(out) + H(+)(out)		719
RHEA:73307	L-aspartate(out) + phosphate(in) + H(+)(in) = L-aspartate(in) + phosphate(out) + H(+)(out)		719
RHEA:73311	L-thyroxine sulfate(out) = L-thyroxine sulfate(in)		1795
RHEA:73315	1D-chiro-inositol(out) + 2 Na(+)(out) = 1D-chiro-inositol(in) + 2 Na(+)(in)		1312
RHEA:73367	D-xylose(out) + 2 Na(+)(out) = D-xylose(in) + 2 Na(+)(in)		1312
RHEA:73371	(R)-pantothenate(out) + 2 Na(+)(out) = (R)-pantothenate(in) + 2 Na(+)(in)		945
RHEA:73375	biotin(out) + 2 Na(+)(out) = biotin(in) + 2 Na(+)(in)		945
RHEA:73379	(R)-lipoate(out) + 2 Na(+)(out) = (R)-lipoate(in) + 2 Na(+)(in)		945
RHEA:73383	thiamine phosphate(out) + thiamine diphosphate(in) = thiamine phosphate(in) + thiamine diphosphate(out)		1072
RHEA:73387	malonate(out) + phosphate(in) + H(+)(in) = malonate(in) + phosphate(out) + H(+)(out)		719
RHEA:73391	sulfate(out) + phosphate(in) + H(+)(in) = sulfate(in) + phosphate(out) + H(+)(out)		719
RHEA:73395	L-aspartate(in) + sulfate(out) = L-aspartate(out) + sulfate(in)		1695
RHEA:73399	D-aspartate(in) + sulfate(out) = D-aspartate(out) + sulfate(in)		1695
RHEA:73403	(2R,3R)-tartrate(in) + sulfate(out) = (2R,3R)-tartrate(out) + sulfate(in)		1695
RHEA:73407	(S,S)-tartrate(in) + sulfate(out) = (S,S)-tartrate(out) + sulfate(in)		1695
RHEA:73411	sulfate(out) + succinate(in) = sulfate(in) + succinate(out)		1695
RHEA:73419	L-glutamine(out) = L-glutamine(in)		1219
RHEA:73423	L-asparagine(out) = L-asparagine(in)		1207
RHEA:73447	acetyl-CoA(in) + AMP(out) = acetyl-CoA(out) + AMP(in)		146
RHEA:73451	adenosine 3',5'-bisphosphate(in) + AMP(out) = adenosine 3',5'-bisphosphate(out) + AMP(in)		146
RHEA:73471	D-ornithine(in) + L-ornithine(out) = D-ornithine(out) + L-ornithine(in)		1
RHEA:73475	D-arginine(in) + L-ornithine(out) = D-arginine(out) + L-ornithine(in)		1
RHEA:73479	D-histidine(in) + L-ornithine(out) + H(+)(in) = D-histidine(out) + L-ornithine(in) + H(+)(out)		1
RHEA:73483	D-lysine(in) + L-ornithine(out) = D-lysine(out) + L-ornithine(in)		1
RHEA:73487	orotate(out) + a carboxylate(in) = orotate(in) + a carboxylate(out)		2
RHEA:73491	Co(2+)(out) + 2 hydrogencarbonate(out) = Co(2+)(in) + 2 hydrogencarbonate(in)		3
RHEA:73515	UTP(in) + UDP(out) = UTP(out) + UDP(in)		85
RHEA:73519	dUTP(out) + UTP(in) = dUTP(in) + UTP(out)		85
RHEA:73523	5-methyl-UTP(out) + UTP(in) = 5-methyl-UTP(in) + UTP(out)		588
RHEA:73527	5-methyl-UDP(out) + UTP(in) = 5-methyl-UDP(in) + UTP(out)		85
RHEA:73531	UTP(in) + CTP(out) = UTP(out) + CTP(in)		696
RHEA:73535	CDP(out) + UTP(in) = CDP(in) + UTP(out)		85
RHEA:73539	dCTP(out) + UTP(in) = dCTP(in) + UTP(out)		85
RHEA:73543	dCDP(out) + UTP(in) = dCDP(in) + UTP(out)		85
RHEA:73547	UTP(in) + GTP(out) = UTP(out) + GTP(in)		85
RHEA:73551	UTP(in) + GDP(out) = UTP(out) + GDP(in)		85
RHEA:73559	dGTP(out) + UTP(in) = dGTP(in) + UTP(out)		85
RHEA:73563	dGDP(out) + UTP(in) = dGDP(in) + UTP(out)		85
RHEA:73567	ITP(out) + UTP(in) = ITP(in) + UTP(out)		85
RHEA:73583	CTP(out) + UDP(in) = CTP(in) + UDP(out)		2
RHEA:73587	UMP(in) + CTP(out) = UMP(out) + CTP(in)		2
RHEA:73591	dUTP(in) + CTP(out) = dUTP(out) + CTP(in)		2
RHEA:73595	dUMP(in) + CTP(out) = dUMP(out) + CTP(in)		2
RHEA:73599	CDP(in) + CTP(out) = CDP(out) + CTP(in)		2
RHEA:73603	CTP(out) + CMP(in) = CTP(in) + CMP(out)		2
RHEA:73607	dCTP(in) + CTP(out) = dCTP(out) + CTP(in)		2
RHEA:73611	dCDP(in) + CTP(out) = dCDP(out) + CTP(in)		2
RHEA:73615	dCMP(in) + CTP(out) = dCMP(out) + CTP(in)		2
RHEA:73619	GTP(in) + CTP(out) = GTP(out) + CTP(in)		2
RHEA:73623	CTP(out) + GDP(in) = CTP(in) + GDP(out)		2
RHEA:73627	GMP(in) + CTP(out) = GMP(out) + CTP(in)		2
RHEA:73631	dGTP(in) + CTP(out) = dGTP(out) + CTP(in)		2
RHEA:73635	dGMP(in) + CTP(out) = dGMP(out) + CTP(in)		2
RHEA:73639	ITP(in) + CTP(out) = ITP(out) + CTP(in)		2
RHEA:73643	IDP(in) + CTP(out) = IDP(out) + CTP(in)		2
RHEA:73647	IMP(in) + CTP(out) = IMP(out) + CTP(in)		2
RHEA:73651	CTP(out) = CTP(in)		2
RHEA:73659	Mg(2+)(in) + ADP(out) + ATP(in) + H(+)(out) = Mg(2+)(out) + ADP(in) + ATP(out) + H(+)(in)		1494
RHEA:73671	ADP(out) + diphosphate(in) = ADP(in) + diphosphate(out)		1494
RHEA:73675	dAMP(in) + ADP(out) + H(+)(out) = dAMP(out) + ADP(in) + H(+)(in)		1494
RHEA:73679	3'-AMP(in) + ADP(out) + H(+)(out) = 3'-AMP(out) + ADP(in) + H(+)(in)		1494
RHEA:73687	dAMP(out) + phosphate(in) = dAMP(in) + phosphate(out)		1494
RHEA:73691	3'-AMP(out) + phosphate(in) = 3'-AMP(in) + phosphate(out)		1494
RHEA:73695	dADP(out) + phosphate(in) + H(+)(out) = dADP(in) + phosphate(out) + H(+)(in)		1494
RHEA:73699	dATP(out) + ADP(in) = dATP(in) + ADP(out)		4
RHEA:73703	UDP-N-acetyl-alpha-D-glucosamine(in) + UDP-alpha-D-glucuronate(out) = UDP-N-acetyl-alpha-D-glucosamine(out) + UDP-alpha-D-glucuronate(in)		6
RHEA:73707	UDP(out) + ATP(in) = UDP(in) + ATP(out)		4
RHEA:73711	UTP(out) + ATP(in) = UTP(in) + ATP(out)		4
RHEA:73715	dATP(out) + ATP(in) = dATP(in) + ATP(out)		4
RHEA:73739	dopamine(in) + 2 H(+)(out) = dopamine(out) + 2 H(+)(in)		1406
RHEA:73743	serotonin(in) + 2 H(+)(out) = serotonin(out) + 2 H(+)(in)		1543
RHEA:73747	(R)-noradrenaline(in) + 2 H(+)(out) = (R)-noradrenaline(out) + 2 H(+)(in)		3
RHEA:73751	(R)-adrenaline(in) + 2 H(+)(out) = (R)-adrenaline(out) + 2 H(+)(in)		0
RHEA:73755	histamine(in) + 2 H(+)(out) = histamine(out) + 2 H(+)(in)		4
RHEA:73811	L-proline(in) = L-proline(out)		3
RHEA:73819	choline(in) + 2 H(+)(out) = choline(out) + 2 H(+)(in)		142
RHEA:73859	1-methylnicotinamide(out) = 1-methylnicotinamide(in)		976
RHEA:73863	dopamine(out) = dopamine(in)		3586
RHEA:73867	serotonin(out) = serotonin(in)		2343
RHEA:73871	(R)-noradrenaline(out) = (R)-noradrenaline(in)		1444
RHEA:73875	(R)-adrenaline(out) = (R)-adrenaline(in)		2339
RHEA:73879	histamine(out) = histamine(in)		2341
RHEA:73883	guanidine(out) = guanidine(in)		4334
RHEA:73887	chloride(out) + Na(+)(out) = chloride(in) + Na(+)(in)		1302
RHEA:74019	L-alanine(in) + glycine(out) = L-alanine(out) + glycine(in)		3
RHEA:74023	L-serine(out) + L-alanine(in) = L-serine(in) + L-alanine(out)		3
RHEA:74027	L-threonine(out) + L-alanine(in) = L-threonine(in) + L-alanine(out)		3
RHEA:74031	L-cysteine(out) + L-alanine(in) = L-cysteine(in) + L-alanine(out)		3
RHEA:74035	D-serine(out) + L-alanine(in) = D-serine(in) + L-alanine(out)		3
RHEA:74039	D-alanine(out) + L-alanine(in) = D-alanine(in) + L-alanine(out)		3
RHEA:74043	L-methionine(out) + L-alanine(in) = L-methionine(in) + L-alanine(out)		3
RHEA:74047	L-valine(out) + L-alanine(in) = L-valine(in) + L-alanine(out)		3
RHEA:74051	D-threonine(out) + L-alanine(in) = D-threonine(in) + L-alanine(out)		3
RHEA:74055	D-cysteine(out) + L-alanine(in) = D-cysteine(in) + L-alanine(out)		3
RHEA:74059	beta-alanine(out) + L-alanine(in) = beta-alanine(in) + L-alanine(out)		3
RHEA:74063	2-aminoisobutanoate(out) + L-alanine(in) = 2-aminoisobutanoate(in) + L-alanine(out)		3
RHEA:74263	spermine(in) + n H(+)(out) = spermine(out) + n H(+)(in)		3
RHEA:74267	spermidine(in) + n H(+)(out) = spermidine(out) + n H(+)(in)		3
RHEA:74295	serotonin(in) + n H(+)(out) = serotonin(out) + n H(+)(in)		3
RHEA:74299	D-isoleucine(out) + D-serine(in) = D-isoleucine(in) + D-serine(out)		3
RHEA:74315	O-isobutanoyl-(R)-carnitine(in) = O-isobutanoyl-(R)-carnitine(out)		5
RHEA:74319	O-acetyl-(R)-carnitine(in) = O-acetyl-(R)-carnitine(out)		6
RHEA:74323	O-3-hydroxybutanoyl-(R)-carnitine(in) = O-3-hydroxybutanoyl-(R)-carnitine(out)		5
RHEA:74327	O-propanoyl-(R)-carnitine(in) = O-propanoyl-(R)-carnitine(out)		5
RHEA:74331	O-butanoyl-(R)-carnitine(in) = O-butanoyl-(R)-carnitine(out)		5
RHEA:74335	O-2-methylbutanoyl-(R)-carnitine(in) = O-2-methylbutanoyl-(R)-carnitine(out)		5
RHEA:74339	O-3-methylbutanoyl-(R)-carnitine(in) = O-3-methylbutanoyl-(R)-carnitine(out)		5
RHEA:74343	O-hexanoyl-(R)-carnitine(in) = O-hexanoyl-(R)-carnitine(out)		5
